protein	gene	uniprot	version	panel	sumstat_dir	chr	tss	gene_start	gene_end	strand	gene_id	annotation_matches	annotation_status	resource_source
OID31345	PRC1	O43663	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PRC1_O43663_OID31345_v1_Oncology_II	15	90995629	90966038	90995629	-1	ENSG00000198901	1	unique_match	UKBB_EUR
OID31346	RAB44	Q7Z6P3	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/RAB44_Q7Z6P3_OID31346_v1_Oncology_II	6	36697851	36697851	36733183	1	ENSG00000255587	1	unique_match	UKBB_EUR
OID31347	ZNRF4	Q8WWF5	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ZNRF4_Q8WWF5_OID31347_v1_Oncology_II	19	5455431	5455431	5456856	1	ENSG00000105428	1	unique_match	UKBB_EUR
OID31348	AP1G2	O75843	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/AP1G2_O75843_OID31348_v1_Oncology_II	14	23568070	23559565	23568070	-1	ENSG00000213983	1	unique_match	UKBB_EUR
OID31349	ENOPH1	Q9UHY7	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ENOPH1_Q9UHY7_OID31349_v1_Oncology_II	4	82430562	82430562	82461091	1	ENSG00000145293	1	unique_match	UKBB_EUR
OID31350	ZNF830	Q96NB3	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ZNF830_Q96NB3_OID31350_v1_Oncology_II	17	34961530	34961530	34963775	1	ENSG00000198783	1	unique_match	UKBB_EUR
OID31351	AMOTL2	Q9Y2J4	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/AMOTL2_Q9Y2J4_OID31351_v1_Oncology_II	3	134375479	134355874	134375479	-1	ENSG00000114019	1	unique_match	UKBB_EUR
OID31352	S100A3	P33764	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/S100A3_P33764_OID31352_v1_Oncology_II	1	153549372	153547329	153549372	-1	ENSG00000188015	1	unique_match	UKBB_EUR
OID31353	SMAD2	Q15796	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SMAD2_Q15796_OID31353_v1_Oncology_II	18	47931146	47808957	47931146	-1	ENSG00000175387	1	unique_match	UKBB_EUR
OID31354	NENF	Q9UMX5	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/NENF_Q9UMX5_OID31354_v1_Oncology_II	1	212432887	212432887	212446379	1	ENSG00000117691	1	unique_match	UKBB_EUR
OID31355	ENSA	O43768	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ENSA_O43768_OID31355_v1_Oncology_II	1	150629612	150600851	150629612	-1	ENSG00000143420	1	unique_match	UKBB_EUR
OID31356	RCC1	P18754	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/RCC1_P18754_OID31356_v1_Oncology_II	1	28505943	28505943	28539300	1	ENSG00000180198	1	unique_match	UKBB_EUR
OID31357	DHPS	P49366	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/DHPS_P49366_OID31357_v1_Oncology_II	19	12681902	12675717	12681902	-1	ENSG00000095059	1	unique_match	UKBB_EUR
OID31358	GPD1	P21695	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GPD1_P21695_OID31358_v1_Oncology_II	12	50103819	50103819	50111319	1	ENSG00000167588	1	unique_match	UKBB_EUR
OID31359	TG	P01266	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/TG_P01266_OID31359_v1_Oncology_II	8	132866958	132866958	133134903	1	ENSG00000042832	1	unique_match	UKBB_EUR
OID31360	PPP1CC	P36873	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PPP1CC_P36873_OID31360_v1_Oncology_II	12	110742939	110719680	110742939	-1	ENSG00000186298	1	unique_match	UKBB_EUR
OID31361	IL2RG	P31785	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/IL2RG_P31785_OID31361_v1_Oncology_II	23	71112108	71107404	71112108	-1	ENSG00000147168	2	multi_match_first	UKBB_EUR
OID31362	RAB2B	Q8WUD1	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/RAB2B_Q8WUD1_OID31362_v1_Oncology_II	14	21476973	21459020	21476973	-1	ENSG00000129472	1	unique_match	UKBB_EUR
OID31363	BTN1A1	Q13410	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/BTN1A1_Q13410_OID31363_v1_Oncology_II	6	26501221	26501221	26510422	1	ENSG00000124557	1	unique_match	UKBB_EUR
OID31364	GLYR1	Q49A26	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GLYR1_Q49A26_OID31364_v1_Oncology_II	16	4847342	4803203	4847342	-1	ENSG00000140632	1	unique_match	UKBB_EUR
OID31365	EDDM3B	P56851	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/EDDM3B_P56851_OID31365_v1_Oncology_II	14	20768427	20768427	20770948	1	ENSG00000181552	1	unique_match	UKBB_EUR
OID31366	WFDC1	Q9HC57	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/WFDC1_Q9HC57_OID31366_v1_Oncology_II	16	84294646	84294646	84329851	1	ENSG00000103175	1	unique_match	UKBB_EUR
OID31367	LACRT	Q9GZZ8	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/LACRT_Q9GZZ8_OID31367_v1_Oncology_II	12	54634895	54630811	54634895	-1	ENSG00000135413	1	unique_match	UKBB_EUR
OID31368	UBE2B	P63146	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/UBE2B_P63146_OID31368_v1_Oncology_II	5	134371179	134371179	134391992	1	ENSG00000119048	1	unique_match	UKBB_EUR
OID31369	NDST1	P52848	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/NDST1_P52848_OID31369_v1_Oncology_II	5	150485818	150485818	150558211	1	ENSG00000070614	1	unique_match	UKBB_EUR
OID31370	INSL4	Q14641	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/INSL4_Q14641_OID31370_v1_Oncology_II	9	5231419	5231419	5235304	1	ENSG00000120211	1	unique_match	UKBB_EUR
OID31371	VSIG2	Q96IQ7	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/VSIG2_Q96IQ7_OID31371_v1_Oncology_II	11	124752238	124747472	124752238	-1	ENSG00000019102	1	unique_match	UKBB_EUR
OID31372	LARP1	Q6PKG0	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/LARP1_Q6PKG0_OID31372_v1_Oncology_II	5	154712902	154712902	154817607	1	ENSG00000155506	1	unique_match	UKBB_EUR
OID31373	EPGN	Q6UW88	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/EPGN_Q6UW88_OID31373_v1_Oncology_II	4	74308473	74308473	74315307	1	ENSG00000182585	1	unique_match	UKBB_EUR
OID31374	SNX2	O60749	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SNX2_O60749_OID31374_v1_Oncology_II	5	122774996	122774996	122830108	1	ENSG00000205302	1	unique_match	UKBB_EUR
OID31375	THTPA	Q9BU02	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/THTPA_Q9BU02_OID31375_v1_Oncology_II	14	23555988	23555988	23560271	1	ENSG00000259431	1	unique_match	UKBB_EUR
OID31376	RFC4	P35249	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/RFC4_P35249_OID31376_v1_Oncology_II	3	186807058	186789880	186807058	-1	ENSG00000163918	1	unique_match	UKBB_EUR
OID31377	PCDHB15	Q9Y5E8	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PCDHB15_Q9Y5E8_OID31377_v1_Oncology_II	5	141245349	141245349	141249365	1	ENSG00000113248	1	unique_match	UKBB_EUR
OID31378	NMI	Q13287	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/NMI_Q13287_OID31378_v1_Oncology_II	2	151290057	151270465	151290057	-1	ENSG00000123609	1	unique_match	UKBB_EUR
OID31379	AHSA1	O95433	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/AHSA1_O95433_OID31379_v1_Oncology_II	14	77457870	77457870	77469474	1	ENSG00000100591	1	unique_match	UKBB_EUR
OID31380	ALDH2	P05091	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ALDH2_P05091_OID31380_v1_Oncology_II	12	111766887	111766887	111817529	1	ENSG00000111275	1	unique_match	UKBB_EUR
OID31381	FNTA	P49354	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/FNTA_P49354_OID31381_v1_Oncology_II	8	43034194	43034194	43085788	1	ENSG00000168522	1	unique_match	UKBB_EUR
OID31382	RALY	Q9UKM9	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/RALY_Q9UKM9_OID31382_v1_Oncology_II	20	33993646	33993646	34108308	1	ENSG00000125970	1	unique_match	UKBB_EUR
OID31383	LTB	Q06643	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/LTB_Q06643_OID31383_v1_Oncology_II	6	31582522	31580525	31582522	-1	ENSG00000227507	1	unique_match	UKBB_EUR
OID31384	CAPN3	P20807	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/CAPN3_P20807_OID31384_v1_Oncology_II	15	42359500	42359500	42412318	1	ENSG00000092529	1	unique_match	UKBB_EUR
OID31385	ACRBP	Q8NEB7	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ACRBP_Q8NEB7_OID31385_v1_Oncology_II	12	6647460	6638075	6647460	-1	ENSG00000111644	1	unique_match	UKBB_EUR
OID31386	VPS4B	O75351	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/VPS4B_O75351_OID31386_v1_Oncology_II	18	63422483	63389190	63422483	-1	ENSG00000119541	1	unique_match	UKBB_EUR
OID31387	SMPDL3B	Q92485	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SMPDL3B_Q92485_OID31387_v1_Oncology_II	1	27934993	27934993	27959157	1	ENSG00000130768	1	unique_match	UKBB_EUR
OID31388	SLC13A1	Q9BZW2	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SLC13A1_Q9BZW2_OID31388_v1_Oncology_II	7	123199986	123113531	123199986	-1	ENSG00000081800	1	unique_match	UKBB_EUR
OID31389	WDR46	O15213	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/WDR46_O15213_OID31389_v1_Oncology_II	6	33289527	33279108	33289527	-1	ENSG00000227057	1	unique_match	UKBB_EUR
OID31390	COMMD9	Q9P000	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/COMMD9_Q9P000_OID31390_v1_Oncology_II	11	36289449	36269284	36289449	-1	ENSG00000110442	1	unique_match	UKBB_EUR
OID31391	ERN1	O75460	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ERN1_O75460_OID31391_v1_Oncology_II	17	64130819	64039142	64130819	-1	ENSG00000178607	1	unique_match	UKBB_EUR
OID31392	KIAA2013	Q8IYS2	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/KIAA2013_Q8IYS2_OID31392_v1_Oncology_II	1	11926428	11919591	11926428	-1	ENSG00000116685	1	unique_match	UKBB_EUR
OID31393	NACC1	Q96RE7	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/NACC1_Q96RE7_OID31393_v1_Oncology_II	19	13118103	13118103	13141141	1	ENSG00000160877	1	unique_match	UKBB_EUR
OID31394	DUSP13	Q6B8I1	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/DUSP13_Q6B8I1_OID31394_v1_Oncology_II	10	75109221	75094432	75109221	-1	ENSG00000079393	1	unique_match	UKBB_EUR
OID31395	DTNB	O60941	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/DTNB_O60941_OID31395_v1_Oncology_II	2	25673647	25377198	25673647	-1	ENSG00000138101	1	unique_match	UKBB_EUR
OID31396	LAMTOR5	O43504	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/LAMTOR5_O43504_OID31396_v1_Oncology_II	1	110407942	110401249	110407942	-1	ENSG00000134248	1	unique_match	UKBB_EUR
OID31397	IMMT	Q16891	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/IMMT_Q16891_OID31397_v1_Oncology_II	2	86195770	86143932	86195770	-1	ENSG00000132305	1	unique_match	UKBB_EUR
OID31398	SUSD4	Q5VX71	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SUSD4_Q5VX71_OID31398_v1_Oncology_II	1	223364202	223220819	223364202	-1	ENSG00000143502	1	unique_match	UKBB_EUR
OID31399	MINDY1	Q8N5J2	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/MINDY1_Q8N5J2_OID31399_v1_Oncology_II							0	missing	UKBB_EUR
OID31400	VSIG10	Q8N0Z9	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/VSIG10_Q8N0Z9_OID31400_v1_Oncology_II	12	118136026	118063593	118136026	-1	ENSG00000176834	1	unique_match	UKBB_EUR
OID31402	LUZP2	Q86TE4	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/LUZP2_Q86TE4_OID31402_v1_Oncology_II	11	24496970	24496970	25082631	1	ENSG00000187398	1	unique_match	UKBB_EUR
OID31403	TDP1	Q9NUW8	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/TDP1_Q9NUW8_OID31403_v1_Oncology_II	14	89954939	89954939	90044768	1	ENSG00000042088	1	unique_match	UKBB_EUR
OID31404	YJU2	Q9BW85	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/YJU2_Q9BW85_OID31404_v1_Oncology_II							0	missing	UKBB_EUR
OID31405	PXDNL	A1KZ92	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PXDNL_A1KZ92_OID31405_v1_Oncology_II	8	51809445	51319578	51809445	-1	ENSG00000147485	1	unique_match	UKBB_EUR
OID31406	CMIP	Q8IY22	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/CMIP_Q8IY22_OID31406_v1_Oncology_II	16	81445170	81445170	81711762	1	ENSG00000153815	1	unique_match	UKBB_EUR
OID31407	IL22	Q9GZX6	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/IL22_Q9GZX6_OID31407_v1_Oncology_II	12	68253607	68248242	68253607	-1	ENSG00000127318	1	unique_match	UKBB_EUR
OID31408	REG3G	Q6UW15	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/REG3G_Q6UW15_OID31408_v1_Oncology_II	2	79025686	79025686	79028505	1	ENSG00000143954	1	unique_match	UKBB_EUR
OID31409	MTSS2	Q765P7	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/MTSS2_Q765P7_OID31409_v1_Oncology_II							0	missing	UKBB_EUR
OID31410	PCSK7	Q16549	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PCSK7_Q16549_OID31410_v1_Oncology_II	11	117232525	117204337	117232525	-1	ENSG00000160613	1	unique_match	UKBB_EUR
OID31411	TMEM106A	Q96A25	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/TMEM106A_Q96A25_OID31411_v1_Oncology_II	17	43211835	43211835	43220041	1	ENSG00000184988	1	unique_match	UKBB_EUR
OID31412	NUBP1	P53384	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/NUBP1_P53384_OID31412_v1_Oncology_II	16	10743786	10743786	10769351	1	ENSG00000103274	1	unique_match	UKBB_EUR
OID31413	CCDC134	Q9H6E4	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/CCDC134_Q9H6E4_OID31413_v1_Oncology_II	22	41800679	41800679	41826299	1	ENSG00000100147	1	unique_match	UKBB_EUR
OID31414	GABARAP	O95166	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GABARAP_O95166_OID31414_v1_Oncology_II	17	7242770	7240014	7242770	-1	ENSG00000170296	1	unique_match	UKBB_EUR
OID31415	DYNLT3	P51808	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/DYNLT3_P51808_OID31415_v1_Oncology_II	23	37847637	37836757	37847637	-1	ENSG00000165169	1	unique_match	UKBB_EUR
OID31416	LMOD1	P29536	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/LMOD1_P29536_OID31416_v1_Oncology_II	1	201946588	201896452	201946588	-1	ENSG00000163431	1	unique_match	UKBB_EUR
OID31417	TGFB2	P61812	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/TGFB2_P61812_OID31417_v1_Oncology_II	1	218346235	218346235	218444619	1	ENSG00000092969	1	unique_match	UKBB_EUR
OID31418	SMAD3	P84022	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SMAD3_P84022_OID31418_v1_Oncology_II	15	67063763	67063763	67195195	1	ENSG00000166949	1	unique_match	UKBB_EUR
OID31419	UNG	P13051	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/UNG_P13051_OID31419_v1_Oncology_II	12	109097574	109097574	109110992	1	ENSG00000076248	2	multi_match_first	UKBB_EUR
OID31420	MPRIP	Q6WCQ1	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/MPRIP_Q6WCQ1_OID31420_v1_Oncology_II	17	17042545	17042545	17217679	1	ENSG00000133030	1	unique_match	UKBB_EUR
OID31421	BCL7B	Q9BQE9	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/BCL7B_Q9BQE9_OID31421_v1_Oncology_II	7	73558002	73536356	73558002	-1	ENSG00000106635	1	unique_match	UKBB_EUR
OID31422	TADA3	O75528	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/TADA3_O75528_OID31422_v1_Oncology_II	3	9793011	9779860	9793011	-1	ENSG00000171148	1	unique_match	UKBB_EUR
OID31423	SDCCAG8	Q86SQ7	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SDCCAG8_Q86SQ7_OID31423_v1_Oncology_II	1	243256034	243256034	243500092	1	ENSG00000054282	1	unique_match	UKBB_EUR
OID31424	HSPA2	P54652	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/HSPA2_P54652_OID31424_v1_Oncology_II	14	64535905	64535905	64546173	1	ENSG00000126803	1	unique_match	UKBB_EUR
OID31425	STAM	Q92783	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/STAM_Q92783_OID31425_v1_Oncology_II	10	17644125	17644125	17715914	1	ENSG00000136738	1	unique_match	UKBB_EUR
OID31426	CHCHD6	Q9BRQ6	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/CHCHD6_Q9BRQ6_OID31426_v1_Oncology_II	3	126704220	126704220	126960406	1	ENSG00000159685	1	unique_match	UKBB_EUR
OID31427	KLK15	Q9H2R5	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/KLK15_Q9H2R5_OID31427_v1_Oncology_II	19	50837213	50825289	50837213	-1	ENSG00000174562	1	unique_match	UKBB_EUR
OID31428	USP25	Q9UHP3	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/USP25_Q9UHP3_OID31428_v1_Oncology_II	21	15730025	15730025	15880069	1	ENSG00000155313	1	unique_match	UKBB_EUR
OID31429	TRIM58	Q8NG06	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/TRIM58_Q8NG06_OID31429_v1_Oncology_II	1	247857199	247857199	247878205	1	ENSG00000162722	1	unique_match	UKBB_EUR
OID31430	ITIH5	Q86UX2	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ITIH5_Q86UX2_OID31430_v1_Oncology_II	10	7666998	7559270	7666998	-1	ENSG00000123243	1	unique_match	UKBB_EUR
OID31431	KIR2DL2	P43627	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/KIR2DL2_P43627_OID31431_v1_Oncology_II							0	missing	UKBB_EUR
OID31432	KIR2DS4	P43632	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/KIR2DS4_P43632_OID31432_v1_Oncology_II	19	54832676	54832676	54848569	1	ENSG00000221957	1	unique_match	UKBB_EUR
OID31433	PTPRH	Q9HD43	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PTPRH_Q9HD43_OID31433_v1_Oncology_II	19	55209506	55181248	55209506	-1	ENSG00000080031	1	unique_match	UKBB_EUR
OID31434	DNAJB14	Q8TBM8	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/DNAJB14_Q8TBM8_OID31434_v1_Oncology_II	4	99946726	99896248	99946726	-1	ENSG00000164031	1	unique_match	UKBB_EUR
OID31435	PBXIP1	Q96AQ6	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PBXIP1_Q96AQ6_OID31435_v1_Oncology_II	1	154956123	154944076	154956123	-1	ENSG00000163346	1	unique_match	UKBB_EUR
OID31436	SDHB	P21912	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SDHB_P21912_OID31436_v1_Oncology_II	1	17054170	17018722	17054170	-1	ENSG00000117118	2	multi_match_first	UKBB_EUR
OID31437	GPHA2	Q96T91	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GPHA2_Q96T91_OID31437_v1_Oncology_II	11	64935888	64934471	64935888	-1	ENSG00000149735	1	unique_match	UKBB_EUR
OID31438	GORASP2	Q9H8Y8	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GORASP2_Q9H8Y8_OID31438_v1_Oncology_II	2	170928464	170928464	170967129	1	ENSG00000115806	1	unique_match	UKBB_EUR
OID31439	SH3BP1	Q9Y3L3	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SH3BP1_Q9Y3L3_OID31439_v1_Oncology_II	22	37634654	37634654	37666932	1	ENSG00000100092	1	unique_match	UKBB_EUR
OID31440	LRRC37A2	A6NM11	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/LRRC37A2_A6NM11_OID31440_v1_Oncology_II	17	46511511	46511511	46555650	1	ENSG00000238083	1	unique_match	UKBB_EUR
OID31441	SLMAP	Q14BN4	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SLMAP_Q14BN4_OID31441_v1_Oncology_II	3	57755450	57755450	57929168	1	ENSG00000163681	1	unique_match	UKBB_EUR
OID31442	EIF2AK2	P19525	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/EIF2AK2_P19525_OID31442_v1_Oncology_II	2	37157065	37099210	37157065	-1	ENSG00000055332	1	unique_match	UKBB_EUR
OID31443	CEACAM19	Q7Z692	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/CEACAM19_Q7Z692_OID31443_v1_Oncology_II	19	44662278	44662278	44684359	1	ENSG00000186567	1	unique_match	UKBB_EUR
OID31444	MCTS1	Q9ULC4	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/MCTS1_Q9ULC4_OID31444_v1_Oncology_II	23	120594010	120594010	120621074	1	ENSG00000232119	1	unique_match	UKBB_EUR
OID31445	SLC9A3R2	Q15599	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SLC9A3R2_Q15599_OID31445_v1_Oncology_II	16	2025356	2025356	2039026	1	ENSG00000065054	1	unique_match	UKBB_EUR
OID31446	TNFAIP2	Q03169	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/TNFAIP2_Q03169_OID31446_v1_Oncology_II	14	103123442	103123442	103137439	1	ENSG00000185215	1	unique_match	UKBB_EUR
OID31447	HDDC2	Q7Z4H3	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/HDDC2_Q7Z4H3_OID31447_v1_Oncology_II	6	125302078	125219962	125302078	-1	ENSG00000111906	1	unique_match	UKBB_EUR
OID31448	INSL5	Q9Y5Q6	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/INSL5_Q9Y5Q6_OID31448_v1_Oncology_II	1	66801256	66797741	66801256	-1	ENSG00000172410	1	unique_match	UKBB_EUR
OID31449	TOP1	P11387	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/TOP1_P11387_OID31449_v1_Oncology_II	20	41028818	41028818	41124487	1	ENSG00000198900	1	unique_match	UKBB_EUR
OID31450	ZNRD2	O60232	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ZNRD2_O60232_OID31450_v1_Oncology_II							0	missing	UKBB_EUR
OID31451	ATRAID	Q6UW56	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ATRAID_Q6UW56_OID31451_v1_Oncology_II	2	27212027	27212027	27217178	1	ENSG00000138085	1	unique_match	UKBB_EUR
OID31452	ZFYVE19	Q96K21	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ZFYVE19_Q96K21_OID31452_v1_Oncology_II	15	40807086	40807086	40815084	1	ENSG00000166140	1	unique_match	UKBB_EUR
OID31453	SSNA1	O43805	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SSNA1_O43805_OID31453_v1_Oncology_II	9	137188647	137188647	137190370	1	ENSG00000176101	1	unique_match	UKBB_EUR
OID31454	BCL2	P10415	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/BCL2_P10415_OID31454_v1_Oncology_II	18	63320128	63123346	63320128	-1	ENSG00000171791	1	unique_match	UKBB_EUR
OID31455	SCRIB	Q14160	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SCRIB_Q14160_OID31455_v1_Oncology_II	8	143815379	143790920	143815379	-1	ENSG00000180900	1	unique_match	UKBB_EUR
OID31456	PCDH7	O60245	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PCDH7_O60245_OID31456_v1_Oncology_II	4	30720415	30720415	31146805	1	ENSG00000169851	1	unique_match	UKBB_EUR
OID31457	DUT	P33316	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/DUT_P33316_OID31457_v1_Oncology_II	15	48331011	48331011	48343373	1	ENSG00000128951	1	unique_match	UKBB_EUR
OID31458	DNM1	Q05193	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/DNM1_Q05193_OID31458_v1_Oncology_II	9	128191655	128191655	128255248	1	ENSG00000106976	1	unique_match	UKBB_EUR
OID31459	MEP1A	Q16819	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/MEP1A_Q16819_OID31459_v1_Oncology_II	6	46793390	46793390	46839782	1	ENSG00000112818	1	unique_match	UKBB_EUR
OID31460	EFCAB14	O75071	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/EFCAB14_O75071_OID31460_v1_Oncology_II	1	46719064	46675159	46719064	-1	ENSG00000159658	1	unique_match	UKBB_EUR
OID31461	PTPRK	Q15262	v1	Oncology_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PTPRK_Q15262_OID31461_v1_Oncology_II	6	128520674	127968779	128520674	-1	ENSG00000152894	1	unique_match	UKBB_EUR
