protein	gene	uniprot	sumstat_file	chr	tss	resource_source
SeqId_9244_27	PPT1	P50897	/data/Dutta_lab/aric/EA/SeqId_9244_27.PHENO1.glm.linear	1	40078835	ARIC
SeqId_9248_36	MYDGF	Q969H8	/data/Dutta_lab/aric/EA/SeqId_9248_36.PHENO1.glm.linear	19	4664906	ARIC
SeqId_9249_17	TMEM9	Q9P0T7	/data/Dutta_lab/aric/EA/SeqId_9249_17.PHENO1.glm.linear	1	201145668	ARIC
SeqId_9251_28	MAN2B2	Q9Y2E5	/data/Dutta_lab/aric/EA/SeqId_9251_28.PHENO1.glm.linear	4	6575189	ARIC
SeqId_9253_52	ABO	P16442	/data/Dutta_lab/aric/EA/SeqId_9253_52.PHENO1.glm.linear	9	133275214	ARIC
SeqId_9255_5	IL17C	Q9P0M4	/data/Dutta_lab/aric/EA/SeqId_9255_5.PHENO1.glm.linear	16	88638572	ARIC
SeqId_9256_78	NPTX1	Q15818	/data/Dutta_lab/aric/EA/SeqId_9256_78.PHENO1.glm.linear	17	80474698	ARIC
SeqId_9257_14	TACO1	Q9BSH4	/data/Dutta_lab/aric/EA/SeqId_9257_14.PHENO1.glm.linear	17	63600882	ARIC
SeqId_9263_57	SIAE	Q9HAT2	/data/Dutta_lab/aric/EA/SeqId_9263_57.PHENO1.glm.linear	11	124669612	ARIC
SeqId_9264_11	CTSO	P43234	/data/Dutta_lab/aric/EA/SeqId_9264_11.PHENO1.glm.linear	4	155953866	ARIC
SeqId_9265_10	GLIPR1	P48060	/data/Dutta_lab/aric/EA/SeqId_9265_10.PHENO1.glm.linear	12	75480753	ARIC
SeqId_9266_1	TREM1	Q9NP99	/data/Dutta_lab/aric/EA/SeqId_9266_1.PHENO1.glm.linear	6	41281234	ARIC
SeqId_9267_2	CPA4	Q9UI42	/data/Dutta_lab/aric/EA/SeqId_9267_2.PHENO1.glm.linear	7	130293134	ARIC
SeqId_9271_101	STIM1	Q13586	/data/Dutta_lab/aric/EA/SeqId_9271_101.PHENO1.glm.linear	11	3854527	ARIC
SeqId_9276_7	CPA2	P48052	/data/Dutta_lab/aric/EA/SeqId_9276_7.PHENO1.glm.linear	7	130266863	ARIC
SeqId_9278_9	CXCL12	P48061	/data/Dutta_lab/aric/EA/SeqId_9278_9.PHENO1.glm.linear	10	44385043	ARIC
SeqId_9282_12	CRISP2	P16562	/data/Dutta_lab/aric/EA/SeqId_9282_12.PHENO1.glm.linear	6	49713543	ARIC
SeqId_9283_8	CD44	P16070	/data/Dutta_lab/aric/EA/SeqId_9283_8.PHENO1.glm.linear	11	35138870	ARIC
SeqId_9287_6	SPR	P35270	/data/Dutta_lab/aric/EA/SeqId_9287_6.PHENO1.glm.linear	2	72887382	ARIC
SeqId_9288_7	FKBP7	Q9Y680	/data/Dutta_lab/aric/EA/SeqId_9288_7.PHENO1.glm.linear	2	178478317	ARIC
SeqId_9290_8	RMDN3	Q96TC7	/data/Dutta_lab/aric/EA/SeqId_9290_8.PHENO1.glm.linear	15	40737820	ARIC
SeqId_9294_45	MFAP2	P55001	/data/Dutta_lab/aric/EA/SeqId_9294_45.PHENO1.glm.linear	1	16978276	ARIC
SeqId_9296_15	PTPRD	P23468	/data/Dutta_lab/aric/EA/SeqId_9296_15.PHENO1.glm.linear	9	8484259	ARIC
SeqId_9297_12	B3GNT8	Q7Z7M8	/data/Dutta_lab/aric/EA/SeqId_9297_12.PHENO1.glm.linear	19	41427362	ARIC
SeqId_9302_90	GADD45GIP1	Q8TAE8	/data/Dutta_lab/aric/EA/SeqId_9302_90.PHENO1.glm.linear	19	12957223	ARIC
SeqId_9306_7	DEFB118	Q96PH6	/data/Dutta_lab/aric/EA/SeqId_9306_7.PHENO1.glm.linear	20	31368601	ARIC
SeqId_9310_2	CD8B	P10966	/data/Dutta_lab/aric/EA/SeqId_9310_2.PHENO1.glm.linear	2	86861886	ARIC
SeqId_9312_8	AZGP1	P25311	/data/Dutta_lab/aric/EA/SeqId_9312_8.PHENO1.glm.linear	7	99967593	ARIC
SeqId_9313_27	CBLN1	P23435	/data/Dutta_lab/aric/EA/SeqId_9313_27.PHENO1.glm.linear	16	49281482	ARIC
SeqId_9314_9	PSG5	Q15238	/data/Dutta_lab/aric/EA/SeqId_9314_9.PHENO1.glm.linear	19	43170565	ARIC
SeqId_9315_16	MUL1	Q969V5	/data/Dutta_lab/aric/EA/SeqId_9315_16.PHENO1.glm.linear	1	20508151	ARIC
SeqId_9316_67	WFDC1	Q9HC57	/data/Dutta_lab/aric/EA/SeqId_9316_67.PHENO1.glm.linear	16	84294846	ARIC
SeqId_9317_4	LRRC25	Q8N386	/data/Dutta_lab/aric/EA/SeqId_9317_4.PHENO1.glm.linear	19	18397611	ARIC
SeqId_9319_59	TMED4	Q7Z7H5	/data/Dutta_lab/aric/EA/SeqId_9319_59.PHENO1.glm.linear	7	44582210	ARIC
SeqId_9321_400	NMB	P08949	/data/Dutta_lab/aric/EA/SeqId_9321_400.PHENO1.glm.linear	15	84658199	ARIC
SeqId_9326_33	ITIH2	P19823	/data/Dutta_lab/aric/EA/SeqId_9326_33.PHENO1.glm.linear	10	7703316	ARIC
SeqId_9327_3	LYPD1	Q8N2G4	/data/Dutta_lab/aric/EA/SeqId_9327_3.PHENO1.glm.linear	2	132670200	ARIC
SeqId_9329_28	TREML1	Q86YW5	/data/Dutta_lab/aric/EA/SeqId_9329_28.PHENO1.glm.linear	6	41151620	ARIC
SeqId_9332_6	DEFB136	Q30KP8	/data/Dutta_lab/aric/EA/SeqId_9332_6.PHENO1.glm.linear	8	11974599	ARIC
SeqId_9333_59	ERP27	Q96DN0	/data/Dutta_lab/aric/EA/SeqId_9333_59.PHENO1.glm.linear	12	14917279	ARIC
SeqId_9335_28	PSG9	Q00887	/data/Dutta_lab/aric/EA/SeqId_9335_28.PHENO1.glm.linear	19	43260746	ARIC
SeqId_9337_43	TAC1	P20366	/data/Dutta_lab/aric/EA/SeqId_9337_43.PHENO1.glm.linear	7	97732084	ARIC
SeqId_9339_204	FKBP2	P26885	/data/Dutta_lab/aric/EA/SeqId_9339_204.PHENO1.glm.linear	11	64241003	ARIC
SeqId_9340_17	FKBP14	Q9NWM8	/data/Dutta_lab/aric/EA/SeqId_9340_17.PHENO1.glm.linear	7	30026419	ARIC
SeqId_9341_1	PDGFD	Q9GZP0	/data/Dutta_lab/aric/EA/SeqId_9341_1.PHENO1.glm.linear	11	104037026	ARIC
SeqId_9343_16	IL2RB	P14784	/data/Dutta_lab/aric/EA/SeqId_9343_16.PHENO1.glm.linear	22	37136408	ARIC
SeqId_9345_436	WFDC13	Q8IUB5	/data/Dutta_lab/aric/EA/SeqId_9345_436.PHENO1.glm.linear	20	45702038	ARIC
SeqId_9348_1	C1RL	Q9NZP8	/data/Dutta_lab/aric/EA/SeqId_9348_1.PHENO1.glm.linear	12	7097258	ARIC
SeqId_9350_3	FSTL4	Q6MZW2	/data/Dutta_lab/aric/EA/SeqId_9350_3.PHENO1.glm.linear	5	133209895	ARIC
SeqId_9357_4	CREG1	O75629	/data/Dutta_lab/aric/EA/SeqId_9357_4.PHENO1.glm.linear	1	167553762	ARIC
SeqId_9359_9	DLK2	Q6UY11	/data/Dutta_lab/aric/EA/SeqId_9359_9.PHENO1.glm.linear	6	43453085	ARIC
SeqId_9360_33	EDIL3	O43854	/data/Dutta_lab/aric/EA/SeqId_9360_33.PHENO1.glm.linear	5	84078828	ARIC
SeqId_9361_7	PCDHAC2	Q9Y5I4	/data/Dutta_lab/aric/EA/SeqId_9361_7.PHENO1.glm.linear	5	140966470	ARIC
SeqId_9365_91	EYS	Q5T1H1	/data/Dutta_lab/aric/EA/SeqId_9365_91.PHENO1.glm.linear	6	63806240	ARIC
SeqId_9366_54	IL21R	Q9HBE5	/data/Dutta_lab/aric/EA/SeqId_9366_54.PHENO1.glm.linear	16	27402174	ARIC
SeqId_9368_64	LRTM1	Q9HBL6	/data/Dutta_lab/aric/EA/SeqId_9368_64.PHENO1.glm.linear	3	54928059	ARIC
SeqId_9369_174	LRRC4C	Q9HCJ2	/data/Dutta_lab/aric/EA/SeqId_9369_174.PHENO1.glm.linear	11	40241883	ARIC
SeqId_9370_69	GGH	Q92820	/data/Dutta_lab/aric/EA/SeqId_9370_69.PHENO1.glm.linear	8	63017970	ARIC
SeqId_9372_157	MPZL2	O60487	/data/Dutta_lab/aric/EA/SeqId_9372_157.PHENO1.glm.linear	11	118257660	ARIC
SeqId_9377_25	KITLG	P21583	/data/Dutta_lab/aric/EA/SeqId_9377_25.PHENO1.glm.linear	12	88534762	ARIC
SeqId_9378_6	FIBCD1	Q8N539	/data/Dutta_lab/aric/EA/SeqId_9378_6.PHENO1.glm.linear	9	130929979	ARIC
SeqId_9380_2	PLA2G12B	Q9BX93	/data/Dutta_lab/aric/EA/SeqId_9380_2.PHENO1.glm.linear	10	72954806	ARIC
SeqId_9383_24	CHI3L2	Q15782	/data/Dutta_lab/aric/EA/SeqId_9383_24.PHENO1.glm.linear	1	111200771	ARIC
SeqId_9384_17	CAMP	P49913	/data/Dutta_lab/aric/EA/SeqId_9384_17.PHENO1.glm.linear	3	48223347	ARIC
SeqId_9385_4	GAA	P10253	/data/Dutta_lab/aric/EA/SeqId_9385_4.PHENO1.glm.linear	17	80101556	ARIC
SeqId_9386_42	TTC9B	Q8N6N2	/data/Dutta_lab/aric/EA/SeqId_9386_42.PHENO1.glm.linear	19	40218382	ARIC
SeqId_9388_18	MCEE	Q96PE7	/data/Dutta_lab/aric/EA/SeqId_9388_18.PHENO1.glm.linear	2	71118384	ARIC
SeqId_9392_43	MGAT4A	Q9UM21	/data/Dutta_lab/aric/EA/SeqId_9392_43.PHENO1.glm.linear	2	98663473	ARIC
SeqId_9394_19	CPQ	Q9Y646	/data/Dutta_lab/aric/EA/SeqId_9394_19.PHENO1.glm.linear	8	96645242	ARIC
SeqId_9398_30	GALP	Q9UBC7	/data/Dutta_lab/aric/EA/SeqId_9398_30.PHENO1.glm.linear	19	56176008	ARIC
SeqId_9401_57	TRABD2A	Q86V40	/data/Dutta_lab/aric/EA/SeqId_9401_57.PHENO1.glm.linear	2	84835504	ARIC
SeqId_9402_18	DCBLD1	Q8N8Z6	/data/Dutta_lab/aric/EA/SeqId_9402_18.PHENO1.glm.linear	6	117453817	ARIC
SeqId_9409_11	TPSAB1	Q15661	/data/Dutta_lab/aric/EA/SeqId_9409_11.PHENO1.glm.linear	16	1240705	ARIC
SeqId_9412_52	ACVR2B	Q13705	/data/Dutta_lab/aric/EA/SeqId_9412_52.PHENO1.glm.linear	3	38453890	ARIC
SeqId_9416_77	CPM	P14384	/data/Dutta_lab/aric/EA/SeqId_9416_77.PHENO1.glm.linear	12	68856544	ARIC
SeqId_9443_137	CTSK	P43235	/data/Dutta_lab/aric/EA/SeqId_9443_137.PHENO1.glm.linear	1	150806768	ARIC
SeqId_9444_70	DGCR6	Q14129	/data/Dutta_lab/aric/EA/SeqId_9444_70.PHENO1.glm.linear	22	18906028	ARIC
SeqId_9445_44	C19orf18	Q8NEA5	/data/Dutta_lab/aric/EA/SeqId_9445_44.PHENO1.glm.linear	19	57974534	ARIC
SeqId_9449_150	C4BPA	P04003	/data/Dutta_lab/aric/EA/SeqId_9449_150.PHENO1.glm.linear	1	207104233	ARIC
SeqId_9450_18	CDK2AP1	O14519	/data/Dutta_lab/aric/EA/SeqId_9450_18.PHENO1.glm.linear	12	123260447	ARIC
SeqId_9451_20	UMOD	P07911	/data/Dutta_lab/aric/EA/SeqId_9451_20.PHENO1.glm.linear	16	20342509	ARIC
SeqId_9453_12	VEGFB	P49765	/data/Dutta_lab/aric/EA/SeqId_9453_12.PHENO1.glm.linear	11	64234538	ARIC
SeqId_9457_3	CAV2	P51636	/data/Dutta_lab/aric/EA/SeqId_9457_3.PHENO1.glm.linear	7	116287380	ARIC
SeqId_9459_7	FAS	P25445	/data/Dutta_lab/aric/EA/SeqId_9459_7.PHENO1.glm.linear	10	88990531	ARIC
SeqId_9468_8	LMAN2	Q12907	/data/Dutta_lab/aric/EA/SeqId_9468_8.PHENO1.glm.linear	5	177334552	ARIC
SeqId_9470_15	METTL24	Q5JXM2	/data/Dutta_lab/aric/EA/SeqId_9470_15.PHENO1.glm.linear	6	110357977	ARIC
SeqId_9474_22	ASGR2	P07307	/data/Dutta_lab/aric/EA/SeqId_9474_22.PHENO1.glm.linear	17	7114240	ARIC
SeqId_9475_22	GPX5	O75715	/data/Dutta_lab/aric/EA/SeqId_9475_22.PHENO1.glm.linear	6	28525881	ARIC
SeqId_9478_69	PRPSAP1	Q14558	/data/Dutta_lab/aric/EA/SeqId_9478_69.PHENO1.glm.linear	17	76313740	ARIC
SeqId_9482_110	NUDT9	Q9BW91	/data/Dutta_lab/aric/EA/SeqId_9482_110.PHENO1.glm.linear	4	87422573	ARIC
SeqId_9484_75	DSG2	Q14126	/data/Dutta_lab/aric/EA/SeqId_9484_75.PHENO1.glm.linear	18	31498177	ARIC
SeqId_9486_13	DEFB125	Q8N687	/data/Dutta_lab/aric/EA/SeqId_9486_13.PHENO1.glm.linear	20	87250	ARIC
SeqId_9487_60	GHRH	P01286	/data/Dutta_lab/aric/EA/SeqId_9487_60.PHENO1.glm.linear	20	37256889	ARIC
SeqId_9490_3	C4orf32	Q8N8J7	/data/Dutta_lab/aric/EA/SeqId_9490_3.PHENO1.glm.linear	4	112145454	ARIC
SeqId_9495_10	CXCL17	Q6UXB2	/data/Dutta_lab/aric/EA/SeqId_9495_10.PHENO1.glm.linear	19	42442852	ARIC
SeqId_9503_1	NMS	Q5H8A3	/data/Dutta_lab/aric/EA/SeqId_9503_1.PHENO1.glm.linear	2	100470482	ARIC
SeqId_9504_19	RAB27A	P51159	/data/Dutta_lab/aric/EA/SeqId_9504_19.PHENO1.glm.linear	15	55249035	ARIC
SeqId_9506_10	APOL1	O14791	/data/Dutta_lab/aric/EA/SeqId_9506_10.PHENO1.glm.linear	22	36253010	ARIC
SeqId_9509_4	TMEM38B	Q9NVV0	/data/Dutta_lab/aric/EA/SeqId_9509_4.PHENO1.glm.linear	9	105694541	ARIC
SeqId_9511_61	NXPH2	O95156	/data/Dutta_lab/aric/EA/SeqId_9511_61.PHENO1.glm.linear	2	138780390	ARIC
SeqId_9513_9	FGF22	Q9HCT0	/data/Dutta_lab/aric/EA/SeqId_9513_9.PHENO1.glm.linear	19	639879	ARIC
SeqId_9518_95	PLA1A	Q53H76	/data/Dutta_lab/aric/EA/SeqId_9518_95.PHENO1.glm.linear	3	119597875	ARIC
SeqId_9523_34	ITM2C	Q9NQX7	/data/Dutta_lab/aric/EA/SeqId_9523_34.PHENO1.glm.linear	2	230864639	ARIC
SeqId_9524_46	SPATA31D4	Q6ZUB0	/data/Dutta_lab/aric/EA/SeqId_9524_46.PHENO1.glm.linear	9	81928514	ARIC
SeqId_9525_1	PTK7	Q13308	/data/Dutta_lab/aric/EA/SeqId_9525_1.PHENO1.glm.linear	6	43076307	ARIC
SeqId_9526_3	CLPSL1	A2RUU4	/data/Dutta_lab/aric/EA/SeqId_9526_3.PHENO1.glm.linear	6	35781019	ARIC
SeqId_9531_24	LST1	O00453	/data/Dutta_lab/aric/EA/SeqId_9531_24.PHENO1.glm.linear	6	31586124	ARIC
SeqId_9532_5	WBP1L	Q9NX94	/data/Dutta_lab/aric/EA/SeqId_9532_5.PHENO1.glm.linear	10	102743948	ARIC
SeqId_9536_16	EDDM3A	Q14507	/data/Dutta_lab/aric/EA/SeqId_9536_16.PHENO1.glm.linear	14	20745887	ARIC
SeqId_9541_15	B3GALT1	Q9Y5Z6	/data/Dutta_lab/aric/EA/SeqId_9541_15.PHENO1.glm.linear	2	167868948	ARIC
SeqId_9543_131	COG8	Q96MW5	/data/Dutta_lab/aric/EA/SeqId_9543_131.PHENO1.glm.linear	16	69328666	ARIC
SeqId_9544_24	C7orf69	Q9H7B7	/data/Dutta_lab/aric/EA/SeqId_9544_24.PHENO1.glm.linear	7	47795291	ARIC
SeqId_9545_156	GZMK	P49863	/data/Dutta_lab/aric/EA/SeqId_9545_156.PHENO1.glm.linear	5	55024256	ARIC
SeqId_9547_29	EMID1	Q96A84	/data/Dutta_lab/aric/EA/SeqId_9547_29.PHENO1.glm.linear	22	29205896	ARIC
SeqId_9550_153	TTC17	Q96AE7	/data/Dutta_lab/aric/EA/SeqId_9550_153.PHENO1.glm.linear	11	43358920	ARIC
SeqId_9557_5	MANSC1	Q9H8J5	/data/Dutta_lab/aric/EA/SeqId_9557_5.PHENO1.glm.linear	12	12338674	ARIC
SeqId_9561_21	VCAN	P13611	/data/Dutta_lab/aric/EA/SeqId_9561_21.PHENO1.glm.linear	5	83471618	ARIC
SeqId_9565_6	PAWR	Q96IZ0	/data/Dutta_lab/aric/EA/SeqId_9565_6.PHENO1.glm.linear	12	79596534	ARIC
SeqId_9568_289	FCAMR	Q8WWV6	/data/Dutta_lab/aric/EA/SeqId_9568_289.PHENO1.glm.linear	1	206960835	ARIC
SeqId_9573_108	TXNDC11	Q6PKC3	/data/Dutta_lab/aric/EA/SeqId_9573_108.PHENO1.glm.linear	16	11688568	ARIC
SeqId_9574_11	BIN1	O00499	/data/Dutta_lab/aric/EA/SeqId_9574_11.PHENO1.glm.linear	2	127056491	ARIC
SeqId_9576_58	MNX1	P50219	/data/Dutta_lab/aric/EA/SeqId_9576_58.PHENO1.glm.linear	7	157009075	ARIC
SeqId_9577_26	SYT2	Q8N9I0	/data/Dutta_lab/aric/EA/SeqId_9577_26.PHENO1.glm.linear	1	202643453	ARIC
SeqId_9578_263	MANSC4	A6NHS7	/data/Dutta_lab/aric/EA/SeqId_9578_263.PHENO1.glm.linear	12	27771276	ARIC
SeqId_9579_59	PRRG4	Q9BZD6	/data/Dutta_lab/aric/EA/SeqId_9579_59.PHENO1.glm.linear	11	32829927	ARIC
SeqId_9580_5	LAMC2	Q13753	/data/Dutta_lab/aric/EA/SeqId_9580_5.PHENO1.glm.linear	1	183186238	ARIC
SeqId_9581_4	PRPF6	O94906	/data/Dutta_lab/aric/EA/SeqId_9581_4.PHENO1.glm.linear	20	63981132	ARIC
SeqId_9582_93	SUSD1	Q6UWL2	/data/Dutta_lab/aric/EA/SeqId_9582_93.PHENO1.glm.linear	9	112058471	ARIC
SeqId_9583_17	RNF24	Q9Y225	/data/Dutta_lab/aric/EA/SeqId_9583_17.PHENO1.glm.linear	20	3974387	ARIC
SeqId_9585_80	CLMP	Q9H6B4	/data/Dutta_lab/aric/EA/SeqId_9585_80.PHENO1.glm.linear	11	123083736	ARIC
SeqId_9590_10	COX7A2L	O14548	/data/Dutta_lab/aric/EA/SeqId_9590_10.PHENO1.glm.linear	2	42360038	ARIC
SeqId_9594_30	SLC30A5	Q8TAD4	/data/Dutta_lab/aric/EA/SeqId_9594_30.PHENO1.glm.linear	5	69093949	ARIC
SeqId_9595_11	B4GALT2	O60909	/data/Dutta_lab/aric/EA/SeqId_9595_11.PHENO1.glm.linear	1	43978943	ARIC
SeqId_9598_23	CSMD1	Q96PZ7	/data/Dutta_lab/aric/EA/SeqId_9598_23.PHENO1.glm.linear	8	3043788	ARIC
SeqId_9599_6	PIANP	Q8IYJ0	/data/Dutta_lab/aric/EA/SeqId_9599_6.PHENO1.glm.linear	12	6698306	ARIC
SeqId_9600_55	THSD7A	Q9UPZ6	/data/Dutta_lab/aric/EA/SeqId_9600_55.PHENO1.glm.linear	7	11379755	ARIC
SeqId_9606_4	NUP210L	Q5VU65	/data/Dutta_lab/aric/EA/SeqId_9606_4.PHENO1.glm.linear	1	154056866	ARIC
SeqId_9607_39	PRR27	Q6MZM9	/data/Dutta_lab/aric/EA/SeqId_9607_39.PHENO1.glm.linear	4	70133616	ARIC
SeqId_9638_2	TIGIT	Q495A1	/data/Dutta_lab/aric/EA/SeqId_9638_2.PHENO1.glm.linear	3	114276913	ARIC
SeqId_9713_67	PDGFRL	Q15198	/data/Dutta_lab/aric/EA/SeqId_9713_67.PHENO1.glm.linear	8	17576433	ARIC
SeqId_9715_15	IGSF3	O75054	/data/Dutta_lab/aric/EA/SeqId_9715_15.PHENO1.glm.linear	1	116646945	ARIC
SeqId_9719_145	MMP16	P51512	/data/Dutta_lab/aric/EA/SeqId_9719_145.PHENO1.glm.linear	8	88327206	ARIC
SeqId_9723_105	MMRN2	Q9H8L6	/data/Dutta_lab/aric/EA/SeqId_9723_105.PHENO1.glm.linear	10	86944571	ARIC
SeqId_9728_4	CCNB1IP1	Q9NPC3	/data/Dutta_lab/aric/EA/SeqId_9728_4.PHENO1.glm.linear	14	20316265	ARIC
SeqId_9730_22	GHDC	Q8N2G8	/data/Dutta_lab/aric/EA/SeqId_9730_22.PHENO1.glm.linear	17	42191070	ARIC
SeqId_9735_44	CD96	P40200	/data/Dutta_lab/aric/EA/SeqId_9735_44.PHENO1.glm.linear	3	111292719	ARIC
SeqId_9738_7	FAF2	Q96CS3	/data/Dutta_lab/aric/EA/SeqId_9738_7.PHENO1.glm.linear	5	176447628	ARIC
SeqId_9739_4	MSH2	P43246	/data/Dutta_lab/aric/EA/SeqId_9739_4.PHENO1.glm.linear	2	47403067	ARIC
SeqId_9742_59	DDX39B	Q13838	/data/Dutta_lab/aric/EA/SeqId_9742_59.PHENO1.glm.linear	6	31530935	ARIC
SeqId_9744_139	DNAJA4	Q8WW22	/data/Dutta_lab/aric/EA/SeqId_9744_139.PHENO1.glm.linear	15	78264086	ARIC
SeqId_9745_20	EIF4E2	O60573	/data/Dutta_lab/aric/EA/SeqId_9745_20.PHENO1.glm.linear	2	232550674	ARIC
SeqId_9747_48	MARK3	P27448	/data/Dutta_lab/aric/EA/SeqId_9747_48.PHENO1.glm.linear	14	103385392	ARIC
SeqId_9748_31	GSTM3	P21266	/data/Dutta_lab/aric/EA/SeqId_9748_31.PHENO1.glm.linear	1	109738143	ARIC
SeqId_9751_72	YBX1	P67809	/data/Dutta_lab/aric/EA/SeqId_9751_72.PHENO1.glm.linear	1	42682418	ARIC
SeqId_9753_17	EZR	P15311	/data/Dutta_lab/aric/EA/SeqId_9753_17.PHENO1.glm.linear	6	158789474	ARIC
SeqId_9754_33	NQO2	P16083	/data/Dutta_lab/aric/EA/SeqId_9754_33.PHENO1.glm.linear	6	2987987	ARIC
SeqId_9757_29	ENAH	Q8N8S7	/data/Dutta_lab/aric/EA/SeqId_9757_29.PHENO1.glm.linear	1	225501256	ARIC
SeqId_9759_13	IDO1	P14902	/data/Dutta_lab/aric/EA/SeqId_9759_13.PHENO1.glm.linear	8	39902275	ARIC
SeqId_9762_14	VASP	P50552	/data/Dutta_lab/aric/EA/SeqId_9762_14.PHENO1.glm.linear	19	45506579	ARIC
SeqId_9764_79	HNRNPF	P52597	/data/Dutta_lab/aric/EA/SeqId_9764_79.PHENO1.glm.linear	10	43396817	ARIC
SeqId_9765_4	NDE1	Q9NXR1	/data/Dutta_lab/aric/EA/SeqId_9765_4.PHENO1.glm.linear	16	15643267	ARIC
SeqId_9769_48	DNER	Q8NFT8	/data/Dutta_lab/aric/EA/SeqId_9769_48.PHENO1.glm.linear	2	229587177	ARIC
SeqId_9772_153	NLGN2	Q8NFZ4	/data/Dutta_lab/aric/EA/SeqId_9772_153.PHENO1.glm.linear	17	7404874	ARIC
SeqId_9773_15	RNF149	Q8NC42	/data/Dutta_lab/aric/EA/SeqId_9773_15.PHENO1.glm.linear	2	101272936	ARIC
SeqId_9774_59	RNF150	Q9ULK6	/data/Dutta_lab/aric/EA/SeqId_9774_59.PHENO1.glm.linear	4	140967870	ARIC
SeqId_9778_45	TMEM52B	Q4KMG9	/data/Dutta_lab/aric/EA/SeqId_9778_45.PHENO1.glm.linear	12	10170542	ARIC
SeqId_9779_63	HERPUD2	Q9BSE4	/data/Dutta_lab/aric/EA/SeqId_9779_63.PHENO1.glm.linear	7	35668579	ARIC
SeqId_9783_75	DNAJC11	Q9NVH1	/data/Dutta_lab/aric/EA/SeqId_9783_75.PHENO1.glm.linear	1	6645057	ARIC
SeqId_9786_310	IER3	P46695	/data/Dutta_lab/aric/EA/SeqId_9786_310.PHENO1.glm.linear	6	30744547	ARIC
SeqId_9789_52	SYNE2	Q8WXH0	/data/Dutta_lab/aric/EA/SeqId_9789_52.PHENO1.glm.linear	14	63761899	ARIC
SeqId_9790_28	BRSK2	Q8IWQ3	/data/Dutta_lab/aric/EA/SeqId_9790_28.PHENO1.glm.linear	11	1389899	ARIC
SeqId_9793_145	IGDCC4	Q8TDY8	/data/Dutta_lab/aric/EA/SeqId_9793_145.PHENO1.glm.linear	15	65385770	ARIC
SeqId_9794_17	ADCK4	Q96D53	/data/Dutta_lab/aric/EA/SeqId_9794_17.PHENO1.glm.linear	19	40701459	ARIC
SeqId_9796_4	CEL	P19835	/data/Dutta_lab/aric/EA/SeqId_9796_4.PHENO1.glm.linear	9	133061978	ARIC
SeqId_9800_20	NDUFB8	O95169	/data/Dutta_lab/aric/EA/SeqId_9800_20.PHENO1.glm.linear	10	100526598	ARIC
SeqId_9802_27	PNPLA2	Q96AD5	/data/Dutta_lab/aric/EA/SeqId_9802_27.PHENO1.glm.linear	11	818914	ARIC
SeqId_9805_51	SEMA4B	Q9NPR2	/data/Dutta_lab/aric/EA/SeqId_9805_51.PHENO1.glm.linear	15	90160604	ARIC
SeqId_9808_41	TNRC6B	Q9UPQ9	/data/Dutta_lab/aric/EA/SeqId_9808_41.PHENO1.glm.linear	22	40044817	ARIC
SeqId_9815_5	ARHGAP1	Q07960	/data/Dutta_lab/aric/EA/SeqId_9815_5.PHENO1.glm.linear	11	46681516	ARIC
SeqId_9816_37	ISOC1	Q96CN7	/data/Dutta_lab/aric/EA/SeqId_9816_37.PHENO1.glm.linear	5	129094749	ARIC
SeqId_9823_2	DHFR	P00374	/data/Dutta_lab/aric/EA/SeqId_9823_2.PHENO1.glm.linear	5	80654035	ARIC
SeqId_9826_135	FHIT	P49789	/data/Dutta_lab/aric/EA/SeqId_9826_135.PHENO1.glm.linear	3	60014150	ARIC
SeqId_9828_86	LDHC	P07864	/data/Dutta_lab/aric/EA/SeqId_9828_86.PHENO1.glm.linear	11	18412318	ARIC
SeqId_9829_91	SULT2A1	Q06520	/data/Dutta_lab/aric/EA/SeqId_9829_91.PHENO1.glm.linear	19	47886315	ARIC
SeqId_9830_109	VAV3	Q9UKW4	/data/Dutta_lab/aric/EA/SeqId_9830_109.PHENO1.glm.linear	1	107673649	ARIC
SeqId_9831_12	G3BP2	Q9UN86	/data/Dutta_lab/aric/EA/SeqId_9831_12.PHENO1.glm.linear	4	75649102	ARIC
SeqId_9832_33	HGD	Q93099	/data/Dutta_lab/aric/EA/SeqId_9832_33.PHENO1.glm.linear	3	120641807	ARIC
SeqId_9834_62	ADH1B	P00325	/data/Dutta_lab/aric/EA/SeqId_9834_62.PHENO1.glm.linear	4	99318867	ARIC
SeqId_9835_16	ALDH1A3	P47895	/data/Dutta_lab/aric/EA/SeqId_9835_16.PHENO1.glm.linear	15	100877714	ARIC
SeqId_9836_20	DCK	P27707	/data/Dutta_lab/aric/EA/SeqId_9836_20.PHENO1.glm.linear	4	70992538	ARIC
SeqId_9837_60	NQO1	P15559	/data/Dutta_lab/aric/EA/SeqId_9837_60.PHENO1.glm.linear	16	69726506	ARIC
SeqId_9838_4	SMAD1	Q15797	/data/Dutta_lab/aric/EA/SeqId_9838_4.PHENO1.glm.linear	4	145481194	ARIC
SeqId_9839_148	TIRAP	P58753	/data/Dutta_lab/aric/EA/SeqId_9839_148.PHENO1.glm.linear	11	126283065	ARIC
SeqId_9840_2	CDC42	P60953	/data/Dutta_lab/aric/EA/SeqId_9840_2.PHENO1.glm.linear	1	22025511	ARIC
